Country,Date,One_day,Two_day
LV,4/20/2020,111.11111111111113,122.22222222222223
LV,4/21/2020,66.66666666666667,144.44444444444446
LV,4/22/2020,23.07692307692308,61.53846153846154
LV,4/23/2020,29.411764705882355,41.1764705882353
LV,4/27/2020,116.66666666666669,133.33333333333334
LV,4/29/2020,7.6923076923076925,38.46153846153846
LV,4/30/2020,44.444444444444436,44.444444444444436
LV,5/1/2020,8.333333333333334,16.666666666666668
LV,5/3/2020,12.5,25.0
LV,5/7/2020,22.222222222222218,22.222222222222218
LV,5/10/2020,33.333333333333336,55.555555555555564
LV,5/11/2020,57.14285714285714,85.71428571428571
LV,5/12/2020,50.0,50.0
LV,5/13/2020,400.0,500.0
LV,5/15/2020,50.0,62.5
LV,5/19/2020,300.0,300.0
LV,5/20/2020,125.0,200.0
LV,5/21/2020,11.111111111111109,0.0
LV,5/22/2020,20.0,80.0
LV,5/26/2020,50.0,100.0
LV,5/27/2020,0.0,75.0
LV,5/28/2020,0.0,50.0
LV,5/29/2020,33.333333333333336,66.66666666666667
LV,5/30/2020,100.0,100.0
LV,5/31/2020,100.0,200.0
LV,6/2/2020,100.0,60.0
LV,6/3/2020,87.5,75.0
LV,6/4/2020,33.333333333333336,33.333333333333336
LV,6/5/2020,0.0,0.0
LV,6/6/2020,100.0,200.0
LV,6/7/2020,0.0,100.0
LV,6/9/2020,100.0,200.0
LV,6/10/2020,100.0,66.66666666666667
LV,6/11/2020,100.0,50.0
LV,6/12/2020,100.0,0.0
LV,6/13/2020,100.0,100.0
LV,6/16/2020,0.0,0.0
LV,6/17/2020,83.33333333333333,83.33333333333333
LV,6/18/2020,100.0,75.0
LV,6/19/2020,100.0,0.0
LV,6/20/2020,0.0,100.0
LV,6/26/2020,100.0,0.0
LV,6/27/2020,100.0,66.66666666666667
LV,6/28/2020,100.0,100.0
LV,6/29/2020,100.0,0.0
LV,6/30/2020,100.0,0.0
LV,7/1/2020,100.0,66.66666666666667
LV,7/2/2020,100.0,0.0
LV,7/4/2020,100.0,0.0
LV,7/5/2020,100.0,0.0
LV,7/6/2020,66.66666666666667,66.66666666666667
LV,7/7/2020,85.71428571428571,71.42857142857143
LV,7/8/2020,85.71428571428571,85.71428571428571
LV,7/9/2020,84.61538461538461,84.61538461538461
LV,7/10/2020,72.72727272727273,72.72727272727273
LV,7/11/2020,37.5,37.5
LV,7/13/2020,500.0,600.0
LV,7/15/2020,50.0,100.0
LV,7/16/2020,500.0,600.0
LV,7/17/2020,16.666666666666668,0.0
LV,7/18/2020,25.0,25.0
LV,7/19/2020,33.333333333333336,33.333333333333336
LV,7/21/2020,100.0,100.0
LV,7/22/2020,75.0,50.0
LV,7/23/2020,66.66666666666667,66.66666666666667
LV,7/24/2020,0.0,50.0
LV,7/25/2020,100.0,300.0
LV,7/29/2020,25.0,0.0
LV,7/30/2020,25.0,0.0
LV,7/31/2020,0.0,33.333333333333336
LV,8/1/2020,71.42857142857143,42.857142857142854
LV,8/2/2020,40.0,20.0
LV,8/3/2020,33.333333333333336,66.66666666666667
LV,8/4/2020,33.333333333333336,66.66666666666667
LV,8/5/2020,75.0,50.0
LV,8/8/2020,0.0,0.0
LV,8/9/2020,250.0,300.0
LV,8/11/2020,100.0,166.66666666666666
LV,8/12/2020,40.0,30.0
LV,8/13/2020,75.0,75.0
